unix_ts,real_ts,HR,Ax,Ay,Az
1472689422,2016/09/01-09:23:42,105,-43.472801208496094,-8.444271087646484,-3.1992037296295166
1472689423,2016/09/01-09:23:43,106,-34.93281555175781,-10.944771766662598,-4.326223373413086
1472689424,2016/09/01-09:23:44,108,-3.6849470138549805,-18.876977920532227,16.80000877380371
1472689425,2016/09/01-09:23:45,109,-9.906286239624023,18.80040740966797,-10.669595718383789
1472689426,2016/09/01-09:23:46,113,-10.892127990722656,-7.862814903259277,7.0061845779418945
1472689427,2016/09/01-09:23:47,114,-35.109886169433594,1.8065810203552246,1.2681961059570312
1472689428,2016/09/01-09:23:48,118,-32.384464263916016,0.3158525824546814,4.163511276245117
1472689429,2016/09/01-09:23:49,118,-29.328826904296875,-13.555339813232422,7.16650390625
1472689430,2016/09/01-09:23:50,119,-24.167509078979492,3.759124279022217,-4.711467742919922
1472689431,2016/09/01-09:23:51,123,-3.6873397827148438,-16.264015197753906,14.816357612609863
1472689432,2016/09/01-09:23:52,128,-7.817351341247559,1.361515998840332,-1.093519926071167
1472689433,2016/09/01-09:23:53,133,6.496513843536377,-17.185251235961914,15.144174575805664
1472689434,2016/09/01-09:23:54,135,-23.55733871459961,11.464014053344727,-8.884550094604492
1472689435,2016/09/01-09:23:55,137,-10.652846336364746,-10.619346618652344,4.589433670043945
1472689436,2016/09/01-09:23:56,139,-27.18964385986328,3.012563943862915,-3.445664882659912
1472689437,2016/09/01-09:23:57,140,-42.27399826049805,-10.913663864135742,8.09252643585205
1472689438,2016/09/01-09:23:58,141,-35.54298782348633,-17.86481475830078,9.987641334533691
1472689439,2016/09/01-09:23:59,143,-32.3629264831543,-10.076176643371582,-7.570890426635742
1472689440,2016/09/01-09:24:00,144,2.163111686706543,-23.332414627075195,11.815757751464844
1472689441,2016/09/01-09:24:01,146,-3.462414264678955,20.62373924255371,-4.972285747528076
1472689442,2016/09/01-09:24:02,149,2.6632115840911865,-16.80000877380371,6.881758213043213
1472689443,2016/09/01-09:24:03,148,-24.203401565551758,15.074783325195312,-2.7110681533813477
1472689444,2016/09/01-09:24:04,149,-4.089334011077881,-11.401800155639648,5.355136871337891
1472689445,2016/09/01-09:24:05,149,-17.95574188232422,5.0225348472595215,-5.42692232131958
1472689446,2016/09/01-09:24:06,149,-16.74258041381836,-12.488142013549805,4.364508152008057
1472689447,2016/09/01-09:24:07,151,-24.332612991333008,1.2299107313156128,-4.687539577484131
1472689448,2016/09/01-09:24:08,153,-3.5748770236968994,-6.453442573547363,2.71346116065979
1472689449,2016/09/01-09:24:09,153,3.6394832134246826,0.5670989155769348,2.203789472579956
1472689450,2016/09/01-09:24:10,152,12.978670120239258,-5.3694939613342285,-1.65583336353302
1472689451,2016/09/01-09:24:11,151,13.064811706542969,-2.612962245941162,2.5292134284973145
1472689452,2016/09/01-09:24:12,150,10.578668594360352,-9.367900848388672,-2.715853452682495
1472689453,2016/09/01-09:24:13,151,2.636890411376953,-13.964512825012207,-3.4672000408172607
1472689454,2016/09/01-09:24:14,151,0.04785645008087158,-9.990034103393555,-5.2115678787231445
1472689455,2016/09/01-09:24:15,152,-0.37806597352027893,-13.598410606384277,-4.194617748260498
1472689456,2016/09/01-09:24:16,152,1.9645073413848877,-5.654239654541016,-1.8233308792114258
1472689457,2016/09/01-09:24:17,153,1.6893328428268433,-4.603790760040283,-1.6534404754638672
1472689458,2016/09/01-09:24:18,154,3.2303104400634766,-6.908078193664551,-3.9696927070617676
1472689459,2016/09/01-09:24:19,155,3.1178479194641113,-8.94676399230957,0.5144568681716919
1472689460,2016/09/01-09:24:20,157,2.5986053943634033,-8.451449394226074,-5.259423732757568
1472689461,2016/09/01-09:24:21,157,3.235095977783203,-14.325828552246094,-8.688338279724121
1472689462,2016/09/01-09:24:22,159,0.28235307335853577,-10.17188835144043,-5.405385971069336
1472689463,2016/09/01-09:24:23,160,0.3924228847026825,-7.680960178375244,-4.654040336608887
1472689464,2016/09/01-09:24:24,162,2.1367905139923096,-6.072984218597412,-3.730410575866699
1472689465,2016/09/01-09:24:25,163,2.452643394470215,-7.099504470825195,-2.816352128982544
1472689466,2016/09/01-09:24:26,163,-0.4378865361213684,-6.252446174621582,-9.45164966583252
1472689467,2016/09/01-09:24:27,162,1.0695916414260864,-10.604989051818848,-6.541977405548096
1472689468,2016/09/01-09:24:28,162,-0.5886343717575073,-5.501099109649658,-5.192424774169922
1472689469,2016/09/01-09:24:29,162,0.638883650302887,-7.412964344024658,-5.292923927307129
1472689470,2016/09/01-09:24:30,163,-0.9140582084655762,-9.363115310668945,-6.254837989807129
1472689471,2016/09/01-09:24:31,163,-3.4408791065216064,-11.511869430541992,-6.321837425231934
1472689472,2016/09/01-09:24:32,164,-2.4119651317596436,-8.745766639709473,-3.5054850578308105
1472689473,2016/09/01-09:24:33,164,-0.7513462901115417,-5.221138954162598,-3.682554006576538
1472689474,2016/09/01-09:24:34,165,-3.1585259437561035,-7.381857395172119,-7.546962738037109
1472689475,2016/09/01-09:24:35,165,-0.3924228847026825,-8.075776100158691,-9.29611587524414
1472689476,2016/09/01-09:24:36,165,-1.758724570274353,-7.247859954833984,-5.3216376304626465
1472689477,2016/09/01-09:24:37,165,-0.3852444589138031,-9.865608215332031,-5.905486583709717
1472689478,2016/09/01-09:24:38,164,2.7493534088134766,-5.106283187866211,-6.642475128173828
1472689479,2016/09/01-09:24:39,164,4.587040901184082,-8.008777618408203,-8.702695846557617
1472689480,2016/09/01-09:24:40,164,-1.1629117727279663,-17.02971839904785,-13.576875686645508
1472689481,2016/09/01-09:24:41,163,0.380458801984787,-7.836494445800781,-4.194617748260498
1472689482,2016/09/01-09:24:42,163,-1.88075852394104,-10.736595153808594,-3.5581274032592773
1472689483,2016/09/01-09:24:43,165,-2.0673987865448,-10.305886268615723,-5.436492443084717
1472689484,2016/09/01-09:24:44,165,-1.129412293434143,-7.537391662597656,-2.8929224014282227
1472689485,2016/09/01-09:24:45,164,1.2418749332427979,-6.996613025665283,-0.39481574296951294
1472689486,2016/09/01-09:24:46,164,1.5242280960083008,-8.762516975402832,-3.1824538707733154
1472689487,2016/09/01-09:24:47,164,2.1678972244262695,-10.480563163757324,-5.32403039932251
1472689488,2016/09/01-09:24:48,164,-3.335594892501831,-12.576675415039062,-7.874779224395752
1472689489,2016/09/01-09:24:49,165,-2.682354211807251,-6.5180487632751465,-4.328616142272949
1472689490,2016/09/01-09:24:50,165,-1.4045867919921875,-4.644468784332275,-2.641676187515259
1472689491,2016/09/01-09:24:51,164,-5.005784511566162,-7.429713726043701,-5.386244297027588
1472689492,2016/09/01-09:24:52,164,-4.7712883949279785,-6.283552646636963,-4.326223373413086
1472689493,2016/09/01-09:24:53,165,-6.7310099601745605,-9.379864692687988,-6.369694232940674
1472689494,2016/09/01-09:24:54,165,-1.8065810203552246,-5.601597785949707,-2.526820659637451
1472689495,2016/09/01-09:24:55,165,1.7874385118484497,-6.31944465637207,-4.01754903793335
1472689496,2016/09/01-09:24:56,164,-0.41156551241874695,-9.20997428894043,-6.0610198974609375
1472689497,2016/09/01-09:24:57,164,-1.7898313999176025,-13.540984153747559,-11.459227561950684
1472689498,2016/09/01-09:24:58,165,-6.709475040435791,-11.014162063598633,-9.93978500366211
1472689499,2016/09/01-09:24:59,165,-2.919243574142456,-4.180261135101318,-1.6103696823120117
1472689500,2016/09/01-09:25:00,165,-1.526620864868164,-5.931807041168213,-3.594019651412964
1472689501,2016/09/01-09:25:01,165,-2.3808584213256836,-8.281558990478516,-7.45364236831665
1472689502,2016/09/01-09:25:02,166,1.2729815244674683,-11.92821979522705,-0.48813584446907043
1472689503,2016/09/01-09:25:03,166,4.991428375244141,1.1533405780792236,8.630911827087402
1472689504,2016/09/01-09:25:04,166,3.2374887466430664,-6.977471351623535,8.09252643585205
1472689505,2016/09/01-09:25:05,165,-4.388436794281006,-0.11724831163883209,6.276373863220215
1472689506,2016/09/01-09:25:06,165,4.323830604553223,0.638883650302887,1.526620864868164
1472689507,2016/09/01-09:25:07,164,-12.842279434204102,-2.967100143432617,-0.7345964908599854
1472689508,2016/09/01-09:25:08,163,-9.81535816192627,0.46420758962631226,0.6556334495544434
1472689509,2016/09/01-09:25:09,164,-5.350350856781006,-1.031306505203247,0.6197410225868225
1472689510,2016/09/01-09:25:10,164,-8.370094299316406,-3.641876220703125,0.47617170214653015
1472689511,2016/09/01-09:25:11,165,-5.43170690536499,-8.60219669342041,6.989434719085693
1472689512,2016/09/01-09:25:12,165,1.7467604875564575,-7.503891944885254,-6.798008918762207
1472689513,2016/09/01-09:25:13,165,-2.6177480220794678,-12.04786205291748,-10.506884574890137
1472689514,2016/09/01-09:25:14,165,-3.5509488582611084,-6.187839508056641,4.302295207977295
1472689515,2016/09/01-09:25:15,165,-11.337193489074707,-0.6915256977081299,1.1940184831619263
1472689516,2016/09/01-09:25:16,166,-12.717851638793945,0.13160523772239685,1.5720844268798828
1472689517,2016/09/01-09:25:17,166,-17.1350040435791,-4.398008346557617,-2.517249345779419
1472689518,2016/09/01-09:25:18,165,-15.364313125610352,-5.154139995574951,3.25663161277771
1472689519,2016/09/01-09:25:19,165,-9.28893756866455,-0.7489535212516785,-1.2538390159606934
1472689520,2016/09/01-09:25:20,162,-12.215359687805176,-11.186446189880371,-3.225525140762329
1472689521,2016/09/01-09:25:21,164,-16.326229095458984,-3.0723841190338135,4.5822553634643555
1472689522,2016/09/01-09:25:22,163,-13.584053993225098,-6.15673303604126,2.1056838035583496
1472689523,2016/09/01-09:25:23,162,-5.5968122482299805,-4.082155227661133,-10.805987358093262
1472689524,2016/09/01-09:25:24,163,-5.309673309326172,-7.695317268371582,-3.5916268825531006
1472689525,2016/09/01-09:25:25,162,-4.462614059448242,-6.498906135559082,-1.210768222808838
1472689526,2016/09/01-09:25:26,162,-1.4333008527755737,-4.287938117980957,-5.340780735015869
1472689527,2016/09/01-09:25:27,161,-2.888136863708496,-9.707681655883789,-0.9092726111412048
1472689528,2016/09/01-09:25:28,160,-0.763310432434082,-9.458827018737793,0.2584248483181
1472689529,2016/09/01-09:25:29,159,-1.2227323055267334,-10.219745635986328,0.8590233325958252
1472689530,2016/09/01-09:25:30,157,-2.7421746253967285,-8.154739379882812,1.7706886529922485
1472689531,2016/09/01-09:25:31,156,-3.7974092960357666,-7.255037784576416,-3.8524444103240967
1472689532,2016/09/01-09:25:32,157,-4.749752521514893,-7.010970115661621,-2.71346116065979
1472689533,2016/09/01-09:25:33,158,-7.137789726257324,-4.357330322265625,3.4121649265289307
1472689534,2016/09/01-09:25:34,156,-8.50887680053711,-4.907679080963135,1.0360921621322632
1472689535,2016/09/01-09:25:35,156,-5.871986389160156,-5.589633941650391,0.9547362923622131
1472689536,2016/09/01-09:25:36,155,-10.817951202392578,-11.614761352539062,-3.957728624343872
1472689537,2016/09/01-09:25:37,156,-9.92542839050293,-5.417350769042969,4.149154186248779
1472689538,2016/09/01-09:25:38,157,-1.950150489807129,-15.108281135559082,-5.364708423614502
1472689539,2016/09/01-09:25:39,157,-2.6177480220794678,-9.564111709594727,3.476771354675293
1472689540,2016/09/01-09:25:40,156,1.8376877307891846,-9.542576789855957,0.2105683833360672
1472689541,2016/09/01-09:25:41,154,-2.4358932971954346,-5.623133182525635,0.8685945868492126
1472689542,2016/09/01-09:25:42,153,-11.107483863830566,-11.468798637390137,-5.443671703338623
1472689543,2016/09/01-09:25:43,153,-6.247659683227539,-4.323830604553223,-4.089334011077881
1472689544,2016/09/01-09:25:44,152,-10.84427261352539,-3.6945178508758545,3.69930362701416
1472689545,2016/09/01-09:25:45,153,-8.681159973144531,0.14835500717163086,-5.139782905578613
1472689546,2016/09/01-09:25:46,154,-15.414563179016113,1.3543376922607422,7.47517728805542
1472689547,2016/09/01-09:25:47,154,10.047462463378906,0.5359922647476196,-6.850651264190674
1472689548,2016/09/01-09:25:48,153,-7.209574222564697,-3.0484561920166016,-3.5581274032592773
1472689549,2016/09/01-09:25:49,153,-6.087340831756592,-3.091526985168457,-0.9762716889381409
1472689550,2016/09/01-09:25:50,152,-6.647261142730713,-7.8317084312438965,-3.610769510269165
1472689551,2016/09/01-09:25:51,154,-3.9529430866241455,-6.324230670928955,4.759324073791504
1472689552,2016/09/01-09:25:52,154,-3.87876558303833,-7.183253765106201,2.65842604637146
1472689553,2016/09/01-09:25:53,154,-1.7563319206237793,-9.425328254699707,2.603391170501709
1472689554,2016/09/01-09:25:54,154,-2.840280532836914,-9.21715259552002,1.6127625703811646
1472689555,2016/09/01-09:25:55,152,-2.737389087677002,-9.238687515258789,1.8376877307891846
1472689556,2016/09/01-09:25:56,150,-2.8689942359924316,-9.18126106262207,1.8951154947280884
1472689557,2016/09/01-09:25:57,150,-2.7804601192474365,-9.128618240356445,1.8257235288619995
1472689558,2016/09/01-09:25:58,149,-2.665604591369629,-9.111868858337402,1.978864312171936
1472689559,2016/09/01-09:25:59,148,-2.801995038986206,-9.025726318359375,1.758724570274353
1472689560,2016/09/01-09:26:00,147,-2.840280532836914,-9.20997428894043,1.7060824632644653
1472689561,2016/09/01-09:26:01,146,-2.720639228820801,-9.18843936920166,2.00518536567688
1472689562,2016/09/01-09:26:02,146,-2.7589242458343506,-9.131011009216309,1.9884356260299683
1472689563,2016/09/01-09:26:03,145,-2.902493953704834,-9.212367057800293,1.8903299570083618
1472689564,2016/09/01-09:26:04,145,-2.75174617767334,-9.116654396057129,1.9812570810317993
1472689565,2016/09/01-09:26:05,144,-2.665604591369629,-9.269794464111328,1.868794322013855
1472689566,2016/09/01-09:26:06,144,-2.761317014694214,-9.104689598083496,2.0865414142608643
1472689567,2016/09/01-09:26:07,144,-2.770888566970825,-9.128618240356445,2.117647886276245
1472689568,2016/09/01-09:26:08,143,-2.6009981632232666,-9.109475135803223,2.3808584213256836
1472689569,2016/09/01-09:26:09,142,-2.6321046352386475,-9.10229778289795,2.383251428604126
1472689570,2016/09/01-09:26:10,142,-2.6967110633850098,-9.31765079498291,2.3569302558898926
1472689571,2016/09/01-09:26:11,142,-2.5698914527893066,-9.174081802368164,2.421536445617676
1472689572,2016/09/01-09:26:12,142,-2.7086753845214844,-9.08554744720459,2.2396819591522217
1472689573,2016/09/01-09:26:13,141,-2.7900311946868896,-8.906085968017578,2.4646072387695312
1472689574,2016/09/01-09:26:14,140,-2.8115665912628174,-9.042476654052734,2.263610363006592
1472689575,2016/09/01-09:26:15,138,-2.6536402702331543,-9.135796546936035,2.4263222217559814
1472689576,2016/09/01-09:26:16,136,-2.455036163330078,-8.97787094116211,2.6488547325134277
1472689577,2016/09/01-09:26:17,135,-2.8426735401153564,-10.174281120300293,2.289931058883667
1472689578,2016/09/01-09:26:18,128,-2.940778970718384,-8.00399112701416,5.67338228225708
1472689579,2016/09/01-09:26:19,127,0.16749757528305054,-5.749952793121338,8.405985832214355
1472689580,2016/09/01-09:26:20,126,-0.8303093910217285,-1.9956141710281372,9.205188751220703
1472689581,2016/09/01-09:26:21,125,-1.1222338676452637,-5.146961212158203,6.965506553649902
1472689582,2016/09/01-09:26:22,124,0.8398807048797607,-7.066005229949951,6.690331935882568
1472689583,2016/09/01-09:26:23,125,-1.3280165195465088,-5.43170690536499,8.590232849121094
1472689584,2016/09/01-09:26:24,125,-2.0410776138305664,-4.792823314666748,8.382057189941406
1472689585,2016/09/01-09:26:25,125,-3.022134780883789,-4.589433670043945,8.130810737609863
1472689586,2016/09/01-09:26:26,126,-3.019742012023926,-4.673182487487793,8.066205024719238
1472689587,2016/09/01-09:26:27,126,-2.9383859634399414,-4.692325115203857,8.532805442810059
1472689588,2016/09/01-09:26:28,126,-1.0648061037063599,-4.7234320640563965,8.044669151306152
1472689589,2016/09/01-09:26:29,126,-0.6293123364448547,-11.315657615661621,-3.153740167617798
1472689590,2016/09/01-09:26:30,126,-0.8111668825149536,-9.564111709594727,-2.5148565769195557
1472689591,2016/09/01-09:26:31,126,-0.6221339106559753,-9.477970123291016,-2.00518536567688
1472689592,2016/09/01-09:26:32,126,-0.7465606331825256,-9.434900283813477,-1.4021940231323242
1472689593,2016/09/01-09:26:33,126,-0.1866401582956314,-9.422935485839844,-3.1441688537597656
1472689594,2016/09/01-09:26:34,126,-0.5120640397071838,-9.475577354431152,-2.555534601211548
1472689595,2016/09/01-09:26:35,127,-0.5359922647476196,-9.023333549499512,-3.6610186100006104
1472689596,2016/09/01-09:26:36,128,-0.7896314859390259,-9.075976371765137,-3.5437703132629395
1472689597,2016/09/01-09:26:37,127,-0.3900300860404968,-9.324830055236816,-2.7661027908325195
1472689598,2016/09/01-09:26:38,126,-0.47617170214653015,-9.22433090209961,-3.2853453159332275
1472689599,2016/09/01-09:26:39,126,-0.33738797903060913,-9.257830619812012,-3.1106693744659424
1472689600,2016/09/01-09:26:40,125,-0.38763725757598877,-8.752944946289062,-4.240081787109375
1472689601,2016/09/01-09:26:41,125,-0.2584248483181,-8.848658561706543,-4.2592244148254395
1472689602,2016/09/01-09:26:42,124,-0.14835500717163086,-8.941977500915527,-3.730410575866699
1472689603,2016/09/01-09:26:43,124,0.03349951654672623,-8.764908790588379,-4.252045631408691
1472689604,2016/09/01-09:26:44,123,-0.17706887423992157,-9.016156196594238,-3.036492109298706
1472689605,2016/09/01-09:26:45,123,-0.18424734473228455,-9.049654960632324,-3.6538403034210205
1472689606,2016/09/01-09:26:46,123,0.009571290574967861,-8.934800148010254,-3.8213374614715576
1472689607,2016/09/01-09:26:47,123,-0.009571290574967861,-8.654839515686035,-3.8572301864624023
1472689608,2016/09/01-09:26:48,123,-0.27038896083831787,-8.96112060546875,-3.538984537124634
1472689609,2016/09/01-09:26:49,122,-0.08614162355661392,-9.245866775512695,-3.249453067779541
1472689610,2016/09/01-09:26:50,122,-0.09092726558446884,-9.336793899536133,-3.1657044887542725
1472689611,2016/09/01-09:26:51,122,-0.2105683833360672,-9.664610862731934,-2.1822540760040283
1472689612,2016/09/01-09:26:52,122,-0.10049854964017868,-9.387042999267578,-2.6775684356689453
1472689613,2016/09/01-09:26:53,121,-0.1866401582956314,-9.42772102355957,-2.8211379051208496
1472689614,2016/09/01-09:26:54,120,-0.20817556977272034,-9.442078590393066,-2.392822742462158
1472689615,2016/09/01-09:26:55,119,-0.011964112520217896,-8.47059154510498,-2.6967110633850098
1472689616,2016/09/01-09:26:56,119,-0.0406779870390892,-9.391828536987305,-2.7086753845214844
1472689617,2016/09/01-09:26:57,119,-0.13878372311592102,-9.42772102355957,-2.636890411376953
1472689618,2016/09/01-09:26:58,118,-0.24406792223453522,-9.293723106384277,-2.847458839416504
1472689619,2016/09/01-09:26:59,118,-0.2392822504043579,-9.131011009216309,-3.1345977783203125
1472689620,2016/09/01-09:27:00,117,-0.27278175950050354,-9.078369140625,-3.2590243816375732
1472689621,2016/09/01-09:27:01,117,-0.038285162299871445,-8.941977500915527,-3.436093330383301
1472689622,2016/09/01-09:27:02,116,-0.1986042857170105,-9.166903495788574,-3.3260233402252197
1472689623,2016/09/01-09:27:03,116,-0.14117653667926788,-9.17886734008789,-3.3882367610931396
1472689624,2016/09/01-09:27:04,115,-0.11006984114646912,-9.099905014038086,-3.3308091163635254
1472689625,2016/09/01-09:27:05,114,0.07178468257188797,-9.384650230407715,-3.3403804302215576
1472689626,2016/09/01-09:27:06,113,-1.2562319040298462,-3.2685959339141846,10.200602531433105
1472689627,2016/09/01-09:27:07,113,-0.10049854964017868,-8.941977500915527,-5.2977094650268555
1472689628,2016/09/01-09:27:08,113,-1.1222338676452637,-7.16650390625,-6.850651264190674
1472689629,2016/09/01-09:27:09,112,-0.9355936050415039,-7.525426864624023,-5.824130058288574
1472689630,2016/09/01-09:27:10,113,-0.6795615553855896,-8.587841033935547,-4.718646049499512
1472689631,2016/09/01-09:27:11,112,-0.8135597109794617,-8.561518669128418,-4.735395908355713
1472689632,2016/09/01-09:27:12,112,-0.5934200286865234,-8.49452018737793,-4.67078971862793
1472689633,2016/09/01-09:27:13,110,-0.6771688461303711,-8.341379165649414,-4.867001533508301
1472689634,2016/09/01-09:27:14,110,-0.6029912829399109,-8.549554824829102,-4.654040336608887
1472689635,2016/09/01-09:27:15,109,-0.7465606331825256,-8.556733131408691,-4.6995038986206055
1472689636,2016/09/01-09:27:16,108,-0.7274181246757507,-8.283952713012695,-5.477170467376709
1472689637,2016/09/01-09:27:17,108,-0.9690931439399719,-9.049654960632324,2.919243574142456
1472689638,2016/09/01-09:27:18,108,-0.2991028428077698,-9.573683738708496,-1.5936198234558105
1472689639,2016/09/01-09:27:19,109,-0.2584248483181,-9.528220176696777,-1.9214365482330322
1472689640,2016/09/01-09:27:20,108,-0.1627119481563568,-9.590433120727539,-1.7563319206237793
1472689641,2016/09/01-09:27:21,108,-0.3206382095813751,-9.734003067016602,-1.3280165195465088
1472689642,2016/09/01-09:27:22,107,-0.1986042857170105,-9.372685432434082,-2.9766712188720703
1472689643,2016/09/01-09:27:23,107,-0.3206382095813751,-9.104689598083496,-3.3930225372314453
1472689644,2016/09/01-09:27:24,107,-0.4977070987224579,-9.738788604736328,-2.179861307144165
1472689645,2016/09/01-09:27:25,106,-0.22013968229293823,-9.798608779907227,-0.6436693072319031
1472689646,2016/09/01-09:27:26,106,-0.16510476171970367,-9.722038269042969,-0.7202396392822266
1472689647,2016/09/01-09:27:27,105,-0.1459621787071228,-9.456435203552246,-2.548356056213379
1472689648,2016/09/01-09:27:28,105,-0.0933200791478157,-9.499505043029785,-1.9262222051620483
1472689649,2016/09/01-09:27:29,104,-0.04785645008087158,-9.712467193603516,-1.227518081665039
1472689650,2016/09/01-09:27:30,104,-0.09571290016174316,-9.614361763000488,-0.9451649785041809
1472689651,2016/09/01-09:27:31,103,-0.11006984114646912,-9.564111709594727,-1.7635102272033691
1472689652,2016/09/01-09:27:32,103,0.08614162355661392,-9.504291534423828,-1.758724570274353
1472689653,2016/09/01-09:27:33,102,-0.0406779870390892,-9.329615592956543,-0.397208571434021
1472689654,2016/09/01-09:27:34,102,0.0406779870390892,-9.77946662902832,-0.7657032012939453
1472689655,2016/09/01-09:27:35,102,-0.06699903309345245,-9.590433120727539,-2.263610363006592
1472689656,2016/09/01-09:27:36,101,-0.04307081177830696,-9.442078590393066,-1.919043779373169
1472689657,2016/09/01-09:27:37,101,0.016749758273363113,-9.384650230407715,-1.84965181350708
1472689658,2016/09/01-09:27:38,100,-0.02153540588915348,-9.702895164489746,-0.7585247755050659
1472689659,2016/09/01-09:27:39,100,-0.11006984114646912,-9.626325607299805,-1.7706886529922485
1472689660,2016/09/01-09:27:40,100,-0.06699903309345245,-9.734003067016602,-0.7082754969596863
1472689661,2016/09/01-09:27:41,100,-0.04546363279223442,-9.432506561279297,-2.2755744457244873
1472689662,2016/09/01-09:27:42,100,-0.02392822504043579,-9.248259544372559,-1.5170495510101318
1472689663,2016/09/01-09:27:43,100,-0.11006984114646912,-9.724431037902832,-0.7657032012939453
1472689664,2016/09/01-09:27:44,101,0.05024927482008934,-9.93978500366211,-1.514656662940979
1472689665,2016/09/01-09:27:45,101,-0.09092726558446884,-9.475577354431152,-1.9262222051620483
1472689666,2016/09/01-09:27:46,101,0.06939186155796051,-9.863215446472168,-2.1415762901306152
1472689667,2016/09/01-09:27:47,102,-0.04546363279223442,-9.872786521911621,-1.0839486122131348
1472689668,2016/09/01-09:27:48,102,-0.10289137810468674,-9.403792381286621,-3.022134780883789
1472689669,2016/09/01-09:27:49,102,-0.10767702758312225,-9.762716293334961,-0.9475577473640442
1472689670,2016/09/01-09:27:50,102,-0.07896314561367035,-9.58325481414795,-1.2442678213119507
1472689671,2016/09/01-09:27:51,101,-0.064606212079525,-9.530611991882324,-1.3399806022644043
1472689672,2016/09/01-09:27:52,101,0.05503492057323456,-9.638289451599121,-1.0217353105545044
1472689673,2016/09/01-09:27:53,101,0.07178468257188797,-9.602396965026855,-0.7585247755050659
1472689674,2016/09/01-09:27:54,100,-0.009571290574967861,-10.217352867126465,-0.09092726558446884
1472689675,2016/09/01-09:27:55,100,0.24167509377002716,-9.695716857910156,0.519242525100708
1472689676,2016/09/01-09:27:56,99,0.0023928226437419653,-9.832108497619629,0.6221339106559753
1472689677,2016/09/01-09:27:57,99,0.06939186155796051,-9.726823806762695,0.6795615553855896
1472689678,2016/09/01-09:27:58,99,0.07417750358581543,-9.76989459991455,0.8231310248374939
1472689679,2016/09/01-09:27:59,98,0.05024927482008934,-9.616753578186035,-1.2849457263946533
1472689680,2016/09/01-09:28:00,98,-0.04785645008087158,-9.836893081665039,-0.8997013568878174
1472689681,2016/09/01-09:28:01,97,0.12442677468061447,-10.021141052246094,-0.9092726111412048
1472689682,2016/09/01-09:28:02,97,0.2751745879650116,-9.822537422180176,-1.0743772983551025
1472689683,2016/09/01-09:28:03,97,0.16031910479068756,-9.633503913879395,-0.2105683833360672
1472689684,2016/09/01-09:28:04,96,0.07657032459974289,-9.745966911315918,-0.062213387340307236
1472689685,2016/09/01-09:28:05,96,-0.05503492057323456,-9.7938232421875,-0.9667003750801086
1472689686,2016/09/01-09:28:06,95,-0.0933200791478157,-9.343972206115723,-2.3569302558898926
1472689687,2016/09/01-09:28:07,95,-0.09810572117567062,-9.595218658447266,-1.1892328262329102
1472689688,2016/09/01-09:28:08,94,-0.13639087975025177,-9.743573188781738,0.2871387302875519
1472689689,2016/09/01-09:28:09,94,-0.02153540588915348,-9.913464546203613,-1.5792629718780518
1472689690,2016/09/01-09:28:10,95,0.21296121180057526,-9.42772102355957,-1.6821542978286743
1472689691,2016/09/01-09:28:11,95,0.14356936514377594,-9.724431037902832,-0.38763725757598877
1472689692,2016/09/01-09:28:12,96,0.24646073579788208,-9.729216575622559,0.15074782073497772
1472689693,2016/09/01-09:28:13,96,0.03349951654672623,-9.822537422180176,-0.17228324711322784
1472689694,2016/09/01-09:28:14,97,0.2153540551662445,-9.798608779907227,0.4211367666721344
1472689695,2016/09/01-09:28:15,97,0.15553347766399384,-9.686145782470703,0.3732803165912628
1472689696,2016/09/01-09:28:16,96,0.22013968229293823,-9.92542839050293,-1.038485050201416
1472689697,2016/09/01-09:28:17,95,0.23449662327766418,-9.667003631591797,-1.636690616607666
1472689698,2016/09/01-09:28:18,95,0.2560320198535919,-9.827322006225586,-0.6532405614852905
1472689699,2016/09/01-09:28:19,94,-0.18185453116893768,-9.879963874816895,-2.311466693878174
1472689700,2016/09/01-09:28:20,93,-0.02153540588915348,-9.408578872680664,-1.8975083827972412
1472689701,2016/09/01-09:28:21,93,0.035892341285943985,-9.257830619812012,-2.51007080078125
1472689702,2016/09/01-09:28:22,94,0.3924228847026825,-8.992227554321289,-3.854837417602539
1472689703,2016/09/01-09:28:23,94,0.38285160064697266,-9.025726318359375,-3.5294132232666016
1472689704,2016/09/01-09:28:24,95,0.3445664942264557,-9.099905014038086,-3.493520975112915
1472689705,2016/09/01-09:28:25,95,0.3684946894645691,-9.418149948120117,-3.4265220165252686
1472689706,2016/09/01-09:28:26,95,-3.594019651412964,-8.805586814880371,-1.8616160154342651
1472689707,2016/09/01-09:28:27,96,-7.099504470825195,-7.144968032836914,1.447657585144043
1472689708,2016/09/01-09:28:28,96,-6.113661766052246,-3.1034913063049316,5.855237007141113
1472689709,2016/09/01-09:28:29,95,4.022334575653076,-7.9585280418396,-3.613162040710449
1472689710,2016/09/01-09:28:30,96,2.5866410732269287,-9.645467758178711,-3.06999135017395
1472689711,2016/09/01-09:28:31,96,6.6592254638671875,-4.0319061279296875,7.027719974517822
1472689712,2016/09/01-09:28:32,96,2.7326035499572754,-8.98265552520752,-2.368894338607788
1472689713,2016/09/01-09:28:33,96,-0.794417142868042,-10.073783874511719,-3.050848960876465
1472689714,2016/09/01-09:28:34,97,2.014756679534912,-6.86261510848999,4.522434711456299
1472689715,2016/09/01-09:28:35,98,-3.270988702774048,-3.270988702774048,1.131805181503296
